,Local_Job_Title,Employment_Details_Hire_Date,Gender,Division,Department,Location,Employee_Status,Date_of_Exit,Latest_Date,Days_Worked_For,Days_Worked,Leaving,Hire_Year
2235,Consultant,6/6/2016,Female,DEV,Technology,Bangalore,Inactive,19/8/2016,19/8/2016,74,74,1,2016
2236,Lead_Consultant,6/6/2016,Male,DEV,Technology,Bangalore,Active,,18/5/2022,2172,,0,2016
2237,Consultant,6/6/2016,Male,DEV,Technology,Pune,Active,,18/5/2022,2172,,0,2016
2238,Specialist,6/6/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2172,,0,2016
2239,Analyst,6/6/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2172,,0,2016
2240,Associate,6/6/2016,Female,Operations,Operations,Pune,Inactive,3/12/2018,12/3/2018,644,644,1,2016
2241,Associate,6/6/2016,Male,Operations,Operations,Pune,Inactive,2/6/2018,6/2/2018,610,610,1,2016
2242,Senior_Associate,6/6/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2172,,0,2016
2243,Associate,6/6/2016,Male,Operations,Operations,Pune,Inactive,9/7/2017,7/9/2017,458,458,1,2016
2244,Senior_Associate,6/6/2016,Female,Operations,Operations,Pune,Inactive,23/12/2020,23/12/2020,1661,1661,1,2016
2245,Senior_Associate,6/6/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2172,,0,2016
2246,Senior_Associate,6/6/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2172,,0,2016
2247,Associate,6/6/2016,Male,Operations,Operations,Pune,Inactive,13/11/2017,13/11/2017,525,525,1,2016
2248,Associate,6/6/2016,Male,Operations,Operations,Pune,Inactive,17/7/2017,17/7/2017,406,406,1,2016
2249,Associate,6/6/2016,Male,Operations,Operations,Pune,Inactive,7/7/2016,7/7/2016,31,31,1,2016
2250,Senior_Associate,6/6/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2172,,0,2016
2251,Specialist,6/6/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2172,,0,2016
2252,Senior_Associate,6/6/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2172,,0,2016
2253,Analyst,6/6/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2172,,0,2016
2254,Analyst,6/6/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2172,,0,2016
2255,Senior_Associate,6/6/2016,Female,Operations,Operations,Pune,Inactive,2/1/2018,1/2/2018,605,605,1,2016
2256,Analyst,6/6/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2172,,0,2016
2257,Analyst,6/6/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2172,,0,2016
2258,Analyst,6/6/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2172,,0,2016
2259,Associate,6/6/2016,Female,Operations,Operations,Pune,Inactive,11/11/2016,11/11/2016,158,158,1,2016
2260,Consultant,6/6/2016,Male,DEV,Technology,Pune,Active,,18/5/2022,2172,,0,2016
2261,Senior_Associate,6/6/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2172,,0,2016
2262,Specialist,6/6/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2172,,0,2016
2263,Associate,6/6/2016,Male,Operations,Operations,Pune,Inactive,8/6/2018,6/8/2018,791,791,1,2016
2264,Associate_Principal_Consultant,6/6/2016,Male,DEV,Technology,Bangalore,Inactive,5/1/2019,1/5/2019,1059,1059,1,2016
2265,Analyst,6/6/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2172,,0,2016
2266,Senior_Associate,6/6/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2172,,0,2016
2267,Associate,6/6/2016,Male,Operations,Operations,Pune,Inactive,31/5/2018,31/5/2018,724,724,1,2016
2268,Senior_Consultant,6/9/2016,Female,DEV,Technology,Bangalore,Active,,18/5/2022,2169,,0,2016
2269,Senior_Consultant,6/9/2016,Male,IS,Technology,Pune,Active,,18/5/2022,2169,,0,2016
2270,Senior_Consultant,13/6/2016,Male,DEV,Technology,Bangalore,Inactive,3/11/2019,11/3/2019,1001,1001,1,2016
2271,Senior_Lead_Consultant,13/6/2016,Male,DEV,Technology,Bangalore,Active,,18/5/2022,2165,,0,2016
2272,Senior_Consultant,13/6/2016,Male,DEV,Technology,Bangalore,Inactive,2/3/2019,3/2/2019,965,965,1,2016
2273,Senior_Consultant,13/6/2016,Female,DEV,Technology,Bangalore,Inactive,4/7/2021,7/4/2021,1759,1759,1,2016
2274,Consultant,13/6/2016,Female,DEV,Technology,Bangalore,Inactive,17/8/2017,17/8/2017,430,430,1,2016
2275,Senior_Team_Leader,13/6/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2165,,0,2016
2276,Consultant,13/6/2016,Male,FLIGHT,Technology,Bangalore,Inactive,5/10/2021,10/5/2021,1792,1792,1,2016
2277,Consultant,13/6/2016,Female,FLIGHT,Technology,Bangalore,Inactive,3/1/2021,1/3/2021,1722,1722,1,2016
2278,Consultant,13/6/2016,Male,FLIGHT,Technology,Bangalore,Inactive,19/7/2019,19/7/2019,1131,1131,1,2016
2279,Consultant,13/6/2016,Female,DEV,Technology,Bangalore,Inactive,13/3/2019,13/3/2019,1003,1003,1,2016
2280,Senior_Consultant,13/6/2016,Female,FLIGHT,Technology,Bangalore,Active,,18/5/2022,2165,,0,2016
2281,Associate_Consultant,13/6/2016,Female,FLIGHT,Technology,Bangalore,Inactive,26/4/2017,26/4/2017,317,317,1,2016
2282,Lead_Consultant,13/6/2016,Male,DART,Technology,Bangalore,Active,,18/5/2022,2165,,0,2016
2283,Senior_Consultant,16/6/2016,Male,DEV,Technology,Bangalore,Inactive,18/7/2018,18/7/2018,762,762,1,2016
2284,Consultant,16/6/2016,Female,DEV,Technology,Bangalore,Inactive,16/1/2018,16/1/2018,579,579,1,2016
2285,Consultant,16/6/2016,Female,DEV,Technology,Pune,Inactive,5/6/2017,6/5/2017,324,324,1,2016
2286,Lead_Consultant,16/6/2016,Male,IS,Technology,Bangalore,Active,,18/5/2022,2162,,0,2016
2287,Associate_Manager,16/6/2016,Male,DEV,Technology,Bangalore,Inactive,3/7/2017,7/3/2017,264,264,1,2016
2288,Senior_Consultant,20/6/2016,Male,DEV,Technology,Bangalore,Inactive,9/12/2016,12/9/2016,84,84,1,2016
2289,Lead_Consultant,20/6/2016,Male,FLIGHT,Technology,Bangalore,Active,,18/5/2022,2158,,0,2016
2290,Senior_Consultant,20/6/2016,Male,IS,Technology,Pune,Inactive,30/1/2018,30/1/2018,589,589,1,2016
2291,Consultant,20/6/2016,Female,DEV,Technology,Pune,Active,,18/5/2022,2158,,0,2016
2292,Consultant,20/6/2016,Female,DEV,Technology,Pune,Active,,18/5/2022,2158,,0,2016
2293,Consultant,20/6/2016,Female,DEV,Technology,Pune,Inactive,29/7/2019,29/7/2019,1134,1134,1,2016
2294,Lead_Consultant,23/6/2016,Male,DART,Technology,Bangalore,Inactive,29/3/2021,29/3/2021,1740,1740,1,2016
2295,Consultant,23/6/2016,Male,ISG,Technology,Bangalore,Inactive,22/11/2016,22/11/2016,152,152,1,2016
2296,Manager,23/6/2016,Male,DEV,Technology,Bangalore,Active,,18/5/2022,2155,,0,2016
2297,Team_Lead,23/6/2016,Male,Operations,Operations,Pune,Inactive,30/3/2017,30/3/2017,280,280,1,2016
2298,Lead_Consultant,23/6/2016,Female,IS,Technology,Bangalore,Active,,18/5/2022,2155,,0,2016
2299,Lead_Consultant,27/6/2016,Male,IS,Technology,Bangalore,Active,,18/5/2022,2151,,0,2016
2300,Consultant,27/6/2016,Female,DEV,Technology,Bangalore,Active,,18/5/2022,2151,,0,2016
2301,Lead_Consultant,27/6/2016,Male,IS,Technology,Pune,Active,,18/5/2022,2151,,0,2016
2302,Senior_Consultant,27/6/2016,Female,DEV,Technology,Pune,Active,,18/5/2022,2151,,0,2016
2303,Consultant,27/6/2016,Female,DEV,Technology,Pune,Inactive,18/10/2017,18/10/2017,478,478,1,2016
2304,Senior_Consultant,27/6/2016,Male,DEV,Technology,Pune,Inactive,5/10/2017,10/5/2017,317,317,1,2016
2305,Associate_Manager,27/6/2016,Male,DEV,Technology,Pune,Active,,18/5/2022,2151,,0,2016
2306,Senior_Consultant,30/6/2016,Male,DEV,Technology,Bangalore,Inactive,9/9/2019,9/9/2019,1166,1166,1,2016
2307,Lead_Consultant,30/6/2016,Male,ISG,Technology,Bangalore,Active,,18/5/2022,2148,,0,2016
2308,Senior_Lead_Consultant,30/6/2016,Female,DEV,Technology,Bangalore,Active,,18/5/2022,2148,,0,2016
2309,Senior_Consultant,30/6/2016,Male,DEV,Technology,Pune,Active,,18/5/2022,2148,,0,2016
2310,Senior_Consultant,30/6/2016,Male,DEV,Technology,Pune,Active,,18/5/2022,2148,,0,2016
2311,Senior_Consultant,7/4/2016,Male,DEV,Technology,Pune,Active,,18/5/2022,2144,,0,2016
2312,Lead_Consultant,7/4/2016,Male,DEV,Technology,Pune,Inactive,3/1/2021,1/3/2021,1701,1701,1,2016
2313,Senior_Consultant,7/4/2016,Male,DEV,Technology,Pune,Inactive,18/6/2020,18/6/2020,1445,1445,1,2016
2314,Senior_Consultant,7/4/2016,Male,DEV,Technology,Bangalore,Inactive,23/4/2021,23/4/2021,1754,1754,1,2016
2315,Senior_Consultant,7/4/2016,Male,DEV,Technology,Bangalore,Inactive,11/12/2017,12/11/2017,496,496,1,2016
2316,Senior_Consultant,7/4/2016,Male,DEV,Technology,Bangalore,Inactive,27/9/2016,27/9/2016,85,85,1,2016
2317,Lead_Consultant,7/7/2016,Female,DEV,Technology,Bangalore,Active,,18/5/2022,2141,,0,2016
2318,Senior_Consultant,7/4/2016,Male,DEV,Technology,Bangalore,Active,,18/5/2022,2144,,0,2016
2319,Consultant,7/4/2016,Female,DEV,Technology,Bangalore,Active,,18/5/2022,2144,,0,2016
2320,Consultant,7/4/2016,Male,DEV,Technology,Bangalore,Active,,18/5/2022,2144,,0,2016
2321,Associate_Consultant,7/4/2016,Female,DEV,Technology,Bangalore,Inactive,22/12/2017,22/12/2017,536,536,1,2016
2322,Senior_Consultant,7/4/2016,Female,DEV,Technology,Bangalore,Active,27/5/2021,27/5/2021,1788,1788,1,2016
2323,Consultant,7/4/2016,Female,DEV,Technology,Bangalore,Inactive,14/3/2019,14/3/2019,983,983,1,2016
2324,Associate_Consultant,7/4/2016,Female,DEV,Technology,Bangalore,Inactive,28/4/2017,28/4/2017,298,298,1,2016
2325,Consultant,7/4/2016,Female,DEV,Technology,Bangalore,Inactive,6/7/2019,7/6/2019,1068,1068,1,2016
2326,Associate_Consultant,7/4/2016,Female,DEV,Technology,Bangalore,Inactive,9/11/2017,11/9/2017,434,434,1,2016
2327,Consultant,7/4/2016,Female,IS,Technology,Bangalore,Inactive,28/2/2020,28/2/2020,1334,1334,1,2016
2328,Senior_Consultant,7/4/2016,Female,AIS,Technology,Bangalore,Active,,18/5/2022,2144,,0,2016
2329,Senior_Consultant,7/4/2016,Female,AIS,Technology,Bangalore,Active,,18/5/2022,2144,,0,2016
2330,Associate_IT_Consultant,7/4/2016,Female,FLIGHT,Technology,Bangalore,Inactive,29/1/2018,29/1/2018,574,574,1,2016
2331,Associate_Consultant,7/4/2016,Female,DEV,Technology,Bangalore,Inactive,3/3/2020,3/3/2020,1338,1338,1,2016
2332,Consultant,7/4/2016,Female,Operations,Technology,Bangalore,Active,,18/5/2022,2144,,0,2016
2333,Senior_Associate,7/4/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2144,,0,2016
2334,Associate,7/4/2016,Female,Operations,Operations,Pune,Inactive,6/1/2018,1/6/2018,697,697,1,2016
2335,Specialist,7/4/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2144,,0,2016
2336,Analyst,7/4/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2144,,0,2016
2337,Specialist,7/4/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2144,,0,2016
2338,Specialist,7/4/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2144,,0,2016
2339,Senior_Associate,7/4/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2144,,0,2016
2340,Analyst,7/4/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2144,,0,2016
2341,Specialist,7/4/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2144,,0,2016
2342,Analyst,7/4/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2144,,0,2016
2343,Analyst,7/4/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2144,,0,2016
2344,Senior_Associate,7/4/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2144,,0,2016
2345,Analyst,7/4/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2144,,0,2016
2346,Specialist,7/4/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2144,,0,2016
2347,Senior_Team_Leader,7/4/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2144,,0,2016
2348,Analyst,7/4/2016,Male,ISG,Operations,Pune,Active,,18/5/2022,2144,,0,2016
2349,Consultant,7/7/2016,Female,DEV,Technology,Bangalore,Inactive,24/5/2017,24/5/2017,321,321,1,2016
2350,Lead_Consultant,7/7/2016,Male,DEV,Technology,Bangalore,Active,,18/5/2022,2141,,0,2016
2351,Consultant,7/7/2016,Male,DEV,Technology,Bangalore,Inactive,27/6/2017,27/6/2017,355,355,1,2016
2352,Senior_Consultant,7/7/2016,Female,DEV,Technology,Bangalore,Inactive,3/2/2020,2/3/2020,1334,1334,1,2016
2353,Consultant,7/7/2016,Female,DEV,Technology,Pune,Inactive,9/4/2017,4/9/2017,424,424,1,2016
2354,Analyst,7/7/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2141,,0,2016
2355,Analyst,7/7/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2141,,0,2016
2356,Senior_Associate,7/7/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2141,,0,2016
2357,Senior_Associate,7/7/2016,Female,Operations,Operations,Pune,Inactive,27/3/2018,27/3/2018,628,628,1,2016
2358,Senior_Associate,7/7/2016,Male,Operations,Operations,Pune,Inactive,16/10/2019,16/10/2019,1196,1196,1,2016
2359,Associate,7/7/2016,Female,Operations,Operations,Pune,Inactive,15/5/2017,15/5/2017,312,312,1,2016
2360,Analyst,7/7/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2141,,0,2016
2361,Analyst,7/7/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2141,,0,2016
2362,Analyst,7/7/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2141,,0,2016
2363,Specialist,7/7/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2141,,0,2016
2364,Specialist,7/7/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2141,,0,2016
2365,Specialist,7/7/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2141,,0,2016
2366,Senior_Associate,7/7/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2141,,0,2016
2367,Specialist,7/7/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2141,,0,2016
2368,Specialist,7/7/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2141,,0,2016
2369,Senior_Associate,7/7/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2141,,0,2016
2370,Senior_Associate,7/7/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2141,,0,2016
2371,Senior_Associate,7/7/2016,Male,Operations,Operations,Pune,Inactive,21/9/2018,21/9/2018,806,806,1,2016
2372,Specialist,7/7/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2141,,0,2016
2373,Associate,7/7/2016,Female,Operations,Operations,Pune,Inactive,28/2/2019,28/2/2019,966,966,1,2016
2374,Specialist,7/7/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2141,,0,2016
2375,Consultant,7/7/2016,Male,DEV,Technology,Pune,Active,,18/5/2022,2141,,0,2016
2376,Analyst,7/7/2016,Male,Operations,Operations,Pune,Inactive,22/3/2019,22/3/2019,988,988,1,2016
2377,Specialist,7/7/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2141,,0,2016
2378,Senior_Consultant,7/11/2016,Female,DEV,Technology,Bangalore,Inactive,2/11/2021,11/2/2021,1676,1676,1,2016
2379,Associate_Principal_Consultant,7/11/2016,Male,DEV,Technology,Bangalore,Active,,18/5/2022,2137,,0,2016
2380,Senior_Consultant,7/11/2016,Male,DEV,Technology,Bangalore,Inactive,1/4/2017,4/1/2017,177,177,1,2016
2381,Manager,7/11/2016,Male,DEV,Technology,Bangalore,Active,,18/5/2022,2137,,0,2016
2382,Senior_Consultant,7/11/2016,Male,DEV,Technology,Bangalore,Active,,18/5/2022,2137,,0,2016
2383,Senior_Associate,7/11/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2137,,0,2016
2384,Associate,7/11/2016,Male,Operations,Operations,Pune,Inactive,15/9/2016,15/9/2016,66,66,1,2016
2385,Senior_Associate,7/11/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2137,,0,2016
2386,Specialist,7/11/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2137,,0,2016
2387,Analyst,7/11/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2137,,0,2016
2388,Consultant,7/11/2016,Male,DEV,Technology,Bangalore,Active,,18/5/2022,2137,,0,2016
2389,Analyst,7/11/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2137,,0,2016
2390,Analyst,7/11/2016,Male,Operations,Operations,Pune,Active,6/1/2021,1/6/2021,1786,1786,1,2016
2391,Associate,7/11/2016,Female,Operations,Operations,Pune,Inactive,3/1/2017,1/3/2017,233,233,1,2016
2392,Associate,7/11/2016,Male,Operations,Operations,Pune,Inactive,26/12/2019,26/12/2019,1263,1263,1,2016
2393,Analyst,7/11/2016,Female,Operations,Operations,Pune,Inactive,12/2/2019,2/12/2019,1239,1239,1,2016
2394,Senior_Team_Leader,7/11/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2137,,0,2016
2395,Senior_Associate,7/11/2016,Male,Operations,Operations,Pune,Inactive,4/11/2019,11/4/2019,1004,1004,1,2016
2396,Analyst,7/11/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2137,,0,2016
2397,Associate,7/11/2016,Male,Operations,Operations,Pune,Inactive,5/7/2018,7/5/2018,665,665,1,2016
2398,Senior_Associate,7/11/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2137,,0,2016
2399,Analyst,7/11/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2137,,0,2016
2400,Specialist,7/11/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2137,,0,2016
2401,Senior_Associate,7/11/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2137,,0,2016
2402,Associate,7/11/2016,Male,Operations,Operations,Pune,Inactive,19/4/2017,19/4/2017,282,282,1,2016
2403,Associate,7/11/2016,Male,Operations,Operations,Pune,Inactive,23/9/2016,23/9/2016,74,74,1,2016
2404,Specialist,7/11/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2137,,0,2016
2405,Senior_Associate,7/11/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2137,,0,2016
2406,Senior_Associate,7/11/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2137,,0,2016
2407,Associate,7/11/2016,Male,Operations,Operations,Pune,Inactive,27/9/2018,27/9/2018,808,808,1,2016
2408,Analyst,7/11/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2137,,0,2016
2409,Senior_Associate,7/11/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2137,,0,2016
2410,Senior_Associate,7/11/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2137,,0,2016
2411,Senior_Associate,7/11/2016,Male,Operations,Operations,Pune,Inactive,31/8/2020,31/8/2020,1512,1512,1,2016
2412,Analyst,7/11/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2137,,0,2016
2413,Associate,7/11/2016,Male,Operations,Operations,Pune,Inactive,18/7/2016,18/7/2016,7,7,1,2016
2414,Lead_Consultant,14/7/2016,Male,DEV,Technology,Bangalore,Active,,18/5/2022,2134,,0,2016
2415,Senior_Consultant,14/7/2016,Male,DEV,Technology,Bangalore,Active,17/5/2021,17/5/2021,1768,1768,1,2016
2416,Manager,14/7/2016,Female,CORPFN,Corp.Func,Pune,Active,,18/5/2022,2134,,0,2016
2417,Principal_Consultant,14/7/2016,Male,IS,Technology,Bangalore,Active,,18/5/2022,2134,,0,2016
2418,Consultant,18/7/2016,Male,DEV,Technology,Pune,Inactive,21/12/2016,21/12/2016,156,156,1,2016
2419,Senior_Consultant,18/7/2016,Female,DEV,Technology,Bangalore,Active,,18/5/2022,2130,,0,2016
2420,Senior_Consultant,18/7/2016,Male,AIS,Technology,Bangalore,Inactive,5/9/2019,9/5/2019,1025,1025,1,2016
2421,Associate_Manager,18/7/2016,Male,CORPFN,Corp.Func,Pune,Inactive,5/4/2017,4/5/2017,290,290,1,2016
2422,Lead_Consultant,21/7/2016,Female,DEV,Technology,Pune,Active,,18/5/2022,2127,,0,2016
2423,Consultant,21/7/2016,Female,DEV,Technology,Bangalore,Inactive,2/12/2018,12/2/2018,571,571,1,2016
2424,Lead_Consultant,21/7/2016,Male,DEV,Technology,Bangalore,Active,,18/5/2022,2127,,0,2016
2425,Associate_Principal_Consultant,21/7/2016,Male,DEV,Technology,Bangalore,Active,,18/5/2022,2127,,0,2016
2426,Lead_Consultant,21/7/2016,Female,DEV,Technology,Bangalore,Inactive,12/3/2018,3/12/2018,865,865,1,2016
2427,Lead_Consultant,25/7/2016,Male,DEV,Technology,Pune,Active,,18/5/2022,2123,,0,2016
2428,Lead_Consultant,25/7/2016,Male,DEV,Technology,Pune,Inactive,14/3/2017,14/3/2017,232,232,1,2016
2429,Consultant,25/7/2016,Female,DEV,Technology,Bangalore,Inactive,26/5/2017,26/5/2017,305,305,1,2016
2430,Senior_Consultant,25/7/2016,Male,AIS,Technology,Bangalore,Inactive,2/2/2018,2/2/2018,557,557,1,2016
2431,Senior_Consultant,25/7/2016,Female,DEV,Technology,Bangalore,Active,,18/5/2022,2123,,0,2016
2432,Senior_Consultant,25/7/2016,Male,DEV,Technology,Bangalore,Inactive,21/1/2019,21/1/2019,910,910,1,2016
2433,Associate,25/7/2016,Male,Operations,Operations,Pune,Inactive,30/11/2016,30/11/2016,128,128,1,2016
2434,Associate,25/7/2016,Male,Operations,Operations,Pune,Inactive,20/7/2018,20/7/2018,725,725,1,2016
2435,Associate,25/7/2016,Female,Operations,Operations,Pune,Inactive,3/1/2018,1/3/2018,584,584,1,2016
2436,Analyst,25/7/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2123,,0,2016
2437,Analyst,25/7/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2123,,0,2016
2438,Analyst,25/7/2016,Female,Operations,Operations,Pune,Inactive,8/7/2017,7/8/2017,378,378,1,2016
2439,Senior_Associate,25/7/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2123,,0,2016
2440,Senior_Associate,25/7/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2123,,0,2016
2441,Analyst,25/7/2016,Male,Operations,Operations,Pune,Inactive,31/5/2019,31/5/2019,1040,1040,1,2016
2442,Associate,25/7/2016,Female,Operations,Operations,Pune,Inactive,10/10/2017,10/10/2017,442,442,1,2016
2443,Lead_Consultant,28/7/2016,Male,DEV,Technology,Bangalore,Inactive,23/3/2021,23/3/2021,1699,1699,1,2016
2444,Senior_Consultant,28/7/2016,Female,DEV,Technology,Bangalore,Inactive,31/8/2016,31/8/2016,34,34,1,2016
2445,Consultant,28/7/2016,Male,DEV,Technology,Bangalore,Inactive,12/8/2019,8/12/2019,1228,1228,1,2016
2446,Consultant,28/7/2016,Male,FLIGHT,Technology,Bangalore,Inactive,16/5/2019,16/5/2019,1022,1022,1,2016
2447,Consultant,28/7/2016,Male,IS,Technology,Pune,Inactive,24/7/2018,24/7/2018,726,726,1,2016
2448,Team_Lead,28/7/2016,Male,Operations,Operations,Pune,Inactive,15/12/2017,15/12/2017,505,505,1,2016
2449,Senior_Consultant,8/1/2016,Male,DEV,Technology,Pune,Active,,18/5/2022,2116,,0,2016
2450,Senior_Consultant,8/1/2016,Male,DEV,Technology,Bangalore,Inactive,16/9/2016,16/9/2016,46,46,1,2016
2451,Senior_Consultant,8/1/2016,Female,FLIGHT,Technology,Bangalore,Active,,18/5/2022,2116,,0,2016
2452,Senior_Consultant,8/1/2016,Male,DEV,Technology,Bangalore,Inactive,29/8/2018,29/8/2018,758,758,1,2016
2453,Senior_Consultant,8/1/2016,Male,DEV,Technology,Bangalore,Inactive,3/1/2018,1/3/2018,577,577,1,2016
2454,Consultant,8/1/2016,Female,DEV,Technology,Pune,Active,6/12/2021,12/6/2021,1776,1776,1,2016
2455,Lead_Consultant,8/1/2016,Male,DEV,Technology,Bangalore,Active,,18/5/2022,2116,,0,2016
2456,Manager,8/1/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2116,,0,2016
2457,Specialist,8/1/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2116,,0,2016
2458,Associate,8/1/2016,Female,Operations,Operations,Pune,Inactive,2/11/2019,11/2/2019,924,924,1,2016
2459,Analyst,8/1/2016,Male,Operations,Operations,Pune,Inactive,9/11/2017,11/9/2017,406,406,1,2016
2460,Senior_Associate,8/1/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2116,,0,2016
2461,Senior_Associate,8/1/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2116,,0,2016
2462,Senior_Associate,8/1/2016,Male,Operations,Operations,Pune,Inactive,5/6/2019,6/5/2019,1008,1008,1,2016
2463,Analyst,8/1/2016,Female,Operations,Operations,Pune,Active,,18/5/2022,2116,,0,2016
2464,Senior_Associate,8/1/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2116,,0,2016
2465,Senior_Team_Leader,8/1/2016,Male,Operations,Operations,Pune,Inactive,24/1/2020,24/1/2020,1271,1271,1,2016
2466,Senior_Manager,8/1/2016,Male,AIS,Technology,Bangalore,Active,,18/5/2022,2116,,0,2016
2467,Lead_Consultant,8/4/2016,Male,IS,Technology,Pune,Active,,18/5/2022,2113,,0,2016
2468,Lead_Consultant,8/4/2016,Female,DEV,Technology,Pune,Active,,18/5/2022,2113,,0,2016
2469,Senior_Consultant,8/4/2016,Male,DEV,Technology,Pune,Active,,18/5/2022,2113,,0,2016
2470,Senior_Consultant,8/4/2016,Male,ATSV,Technology,Bangalore,Inactive,23/9/2020,23/9/2020,1511,1511,1,2016
2471,Senior_Consultant,8/4/2016,Male,DEV,Technology,Bangalore,Active,,18/5/2022,2113,,0,2016
2472,Senior_Team_Leader,8/4/2016,Male,Operations,Operations,Pune,Active,,18/5/2022,2113,,0,2016
2473,Senior_Lead_Consultant,8/8/2016,Male,IS,Technology,Pune,Active,,18/5/2022,2109,,0,2016
2474,Senior_Consultant,8/8/2016,Male,IS,Technology,Pune,Active,,18/5/2022,2109,,0,2016
2475,Lead_Consultant,8/8/2016,Male,DEV,Technology,Pune,Active,,18/5/2022,2109,,0,2016
2476,Senior_Consultant,8/8/2016,Female,DEV,Technology,Bangalore,Active,,18/5/2022,2109,,0,2016
2477,Lead_Consultant,8/8/2016,Male,DEV,Technology,Pune,Active,,18/5/2022,2109,,0,2016
2478,Lead_Consultant,8/8/2016,Male,DEV,Technology,Bangalore,Inactive,26/12/2016,26/12/2016,140,140,1,2016
2479,Senior_Consultant,8/8/2016,Male,ATSV,Technology,Bangalore,Inactive,23/3/2021,23/3/2021,1688,1688,1,2016
