Employee ID,Name,Local Job Title,Band (ASPL),Employment Details Hire Date,Gender,DCIO,Division,Department,Location,Employee Status,Date of Exit
1002278,Employee 2278,Consultant,B1,13/6/2016,Female,Flight,FLIGHT,Technology,Bangalore,Inactive,1/3/2021
1002279,Employee 2279,Consultant,B1,13/6/2016,Male,Flight,FLIGHT,Technology,Bangalore,Inactive,19/7/2019
1002280,Employee 2280,Consultant,B1,13/6/2016,Female,ABT,DEV,Technology,Bangalore,Inactive,13/3/2019
1002281,Employee 2281,Senior Consultant,B2,13/6/2016,Female,Flight,FLIGHT,Technology,Bangalore,Active,
1002282,Employee 2282,Associate Consultant,A3,13/6/2016,Female,Flight,FLIGHT,Technology,Bangalore,Inactive,26/4/2017
1002283,Employee 2283,Lead Consultant,C1,13/6/2016,Male,MARA,DART,Technology,Bangalore,Active,
1002284,Employee 2284,Senior Consultant,B2,16/6/2016,Male,SMCEAF,DEV,Technology,Bangalore,Inactive,18/7/2018
1002285,Employee 2285,Consultant,B1,16/6/2016,Female,PRDTCH,DEV,Technology,Bangalore,Inactive,16/1/2018
1002286,Employee 2286,Consultant,B1,16/6/2016,Female,ESS,DEV,Technology,Pune,Inactive,6/5/2017
1002287,Employee 2287,Lead Consultant,C1,16/6/2016,Male,INFENG,IS,Technology,Bangalore,Active,
1002288,Employee 2288,Associate Manager,D,16/6/2016,Male,CCENG,DEV,Technology,Bangalore,Inactive,7/3/2017
1002289,Employee 2289,Senior Consultant,B2,20/6/2016,Male,SMCECF,DEV,Technology,Bangalore,Inactive,12/9/2016
1002290,Employee 2290,Lead Consultant,C1,20/6/2016,Male,Flight,FLIGHT,Technology,Bangalore,Active,
1002291,Employee 2291,Senior Consultant,B2,20/6/2016,Male,INFENG,IS,Technology,Pune,Inactive,30/1/2018
1002292,Employee 2292,Consultant,B1,20/6/2016,Female,ESS,DEV,Technology,Pune,Active,
1002293,Employee 2293,Consultant,B1,20/6/2016,Female,ESS,DEV,Technology,Pune,Active,
1002294,Employee 2294,Consultant,B1,20/6/2016,Female,ESS,DEV,Technology,Pune,Inactive,29/7/2019
1002295,Employee 2295,Lead Consultant,C1,23/6/2016,Male,PRDTCH,DART,Technology,Bangalore,Inactive,29/3/2021
1002296,Employee 2296,Consultant,B1,23/6/2016,Male,ISG,ISG,Technology,Bangalore,Inactive,22/11/2016
1002297,Employee 2297,Manager,E,23/6/2016,Male,CTS,DEV,Technology,Bangalore,Active,
1002298,Employee 2298,Team Lead,C1,23/6/2016,Male,ENTRSVC,Operations,Operations,Pune,Inactive,30/3/2017
1002299,Employee 2299,Lead Consultant,C1,23/6/2016,Female,INFENG,IS,Technology,Bangalore,Active,
1002300,Employee 2300,Lead Consultant,C1,27/6/2016,Male,INFENG,IS,Technology,Bangalore,Active,
1002301,Employee 2301,Consultant,B1,27/6/2016,Female,SMCEAF,DEV,Technology,Bangalore,Active,
1002302,Employee 2302,Lead Consultant,C1,27/6/2016,Male,INFENG,IS,Technology,Pune,Active,
1002303,Employee 2303,Senior Consultant,B2,27/6/2016,Female,SMCEAF,DEV,Technology,Pune,Active,
1002304,Employee 2304,Consultant,B1,27/6/2016,Female,SMCEAF,DEV,Technology,Pune,Inactive,18/10/2017
1002305,Employee 2305,Senior Consultant,B2,27/6/2016,Male,ARS,DEV,Technology,Pune,Inactive,10/5/2017
1002306,Employee 2306,Associate Manager,D,27/6/2016,Male,ESS,DEV,Technology,Pune,Active,
1002307,Employee 2307,Senior Consultant,B2,30/6/2016,Male,CTS,DEV,Technology,Bangalore,Inactive,9/9/2019
1002308,Employee 2308,Lead Consultant,C1,30/6/2016,Male,ISG,ISG,Technology,Bangalore,Active,
1002309,Employee 2309,Senior Lead Consultant,C2,30/6/2016,Female,SMCEAF,DEV,Technology,Bangalore,Active,
1002310,Employee 2310,Senior Consultant,B2,30/6/2016,Male,PRDTCH,DEV,Technology,Pune,Active,
1002311,Employee 2311,Senior Consultant,B2,30/6/2016,Male,ABT,DEV,Technology,Pune,Active,
1002312,Employee 2312,Senior Consultant,B2,4/7/2016,Male,PRDTCH,DEV,Technology,Pune,Active,
1002313,Employee 2313,Lead Consultant,C1,4/7/2016,Male,ESS,DEV,Technology,Pune,Inactive,1/3/2021
1002314,Employee 2314,Senior Consultant,B2,4/7/2016,Male,ARS,DEV,Technology,Pune,Inactive,18/6/2020
1002315,Employee 2315,Senior Consultant,B2,4/7/2016,Male,ENCMPSS,DEV,Technology,Bangalore,Inactive,23/4/2021
1002316,Employee 2316,Senior Consultant,B2,4/7/2016,Male,ESS,DEV,Technology,Bangalore,Inactive,12/11/2017
1002317,Employee 2317,Senior Consultant,B2,4/7/2016,Male,SMCEAF,DEV,Technology,Bangalore,Inactive,27/9/2016
1002318,Employee 2318,Lead Consultant,C1,7/7/2016,Female,ISG,DEV,Technology,Bangalore,Active,
1002319,Employee 2319,Senior Consultant,B2,4/7/2016,Male,CANADA,DEV,Technology,Bangalore,Active,
1002320,Employee 2320,Consultant,B1,4/7/2016,Female,ENCMPSS,DEV,Technology,Bangalore,Active,
1002321,Employee 2321,Consultant,B1,4/7/2016,Male,ENCMPSS,DEV,Technology,Bangalore,Active,
1002322,Employee 2322,Associate Consultant,A3,4/7/2016,Female,ENCMPSS,DEV,Technology,Bangalore,Inactive,22/12/2017
1002323,Employee 2323,Senior Consultant,B2,4/7/2016,Female,CANADA,DEV,Technology,Bangalore,Active,27/5/2021
1002324,Employee 2324,Consultant,B1,4/7/2016,Female,SMCEAF,DEV,Technology,Bangalore,Inactive,14/3/2019
1002325,Employee 2325,Associate Consultant,A3,4/7/2016,Female,SMCEAF,DEV,Technology,Bangalore,Inactive,28/4/2017
1002326,Employee 2326,Consultant,B1,4/7/2016,Female,COMPZD,DEV,Technology,Bangalore,Inactive,7/6/2019
1002327,Employee 2327,Associate Consultant,A3,4/7/2016,Female,SMCECF,DEV,Technology,Bangalore,Inactive,11/9/2017
1002328,Employee 2328,Consultant,B1,4/7/2016,Female,SMCECF,IS,Technology,Bangalore,Inactive,28/2/2020
1002329,Employee 2329,Senior Consultant,B2,4/7/2016,Female,INFENG,AIS,Technology,Bangalore,Active,
1002330,Employee 2330,Senior Consultant,B2,4/7/2016,Female,INFSEC,AIS,Technology,Bangalore,Active,
1002331,Employee 2331,Associate IT Consultant,A3,4/7/2016,Female,INFSEC,FLIGHT,Technology,Bangalore,Inactive,29/1/2018
1002332,Employee 2332,Associate Consultant,A3,4/7/2016,Female,Flight,DEV,Technology,Bangalore,Inactive,3/3/2020
1002333,Employee 2333,Consultant,B1,4/7/2016,Female,PRDTCH,Operations,Technology,Bangalore,Active,
1002334,Employee 2334,Senior Associate,A2,4/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002335,Employee 2335,Associate,A1,4/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Inactive,1/6/2018
1002336,Employee 2336,Specialist,B1,4/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002337,Employee 2337,Analyst,A3,4/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002338,Employee 2338,Specialist,B1,4/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002339,Employee 2339,Specialist,B1,4/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002340,Employee 2340,Senior Associate,A2,4/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002341,Employee 2341,Analyst,A3,4/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Active,
1002342,Employee 2342,Specialist,B1,4/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Active,
1002343,Employee 2343,Analyst,A3,4/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002344,Employee 2344,Analyst,A3,4/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002345,Employee 2345,Senior Associate,A2,4/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002346,Employee 2346,Analyst,A3,4/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Active,
1002347,Employee 2347,Specialist,B1,4/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002348,Employee 2348,Senior Team Leader,C2,4/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Active,
1002349,Employee 2349,Analyst,A3,4/7/2016,Male,ENTRSVC,ISG,Operations,Pune,Active,
1002350,Employee 2350,Consultant,B1,7/7/2016,Female,PRDTCH,DEV,Technology,Bangalore,Inactive,24/5/2017
1002351,Employee 2351,Lead Consultant,C1,7/7/2016,Male,SMCEAF,DEV,Technology,Bangalore,Active,
1002352,Employee 2352,Consultant,B1,7/7/2016,Male,ESS,DEV,Technology,Bangalore,Inactive,27/6/2017
1002353,Employee 2353,Senior Consultant,B2,7/7/2016,Female,PRDTCH,DEV,Technology,Bangalore,Inactive,2/3/2020
1002354,Employee 2354,Consultant,B1,7/7/2016,Female,ARS,DEV,Technology,Pune,Inactive,4/9/2017
1002355,Employee 2355,Analyst,A3,7/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002356,Employee 2356,Analyst,A3,7/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Active,
1002357,Employee 2357,Senior Associate,A2,7/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002358,Employee 2358,Senior Associate,A2,7/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Inactive,27/3/2018
1002359,Employee 2359,Senior Associate,A2,7/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Inactive,16/10/2019
1002360,Employee 2360,Associate,A1,7/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Inactive,15/5/2017
1002361,Employee 2361,Analyst,A3,7/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002362,Employee 2362,Analyst,A3,7/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Active,
1002363,Employee 2363,Analyst,A3,7/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002364,Employee 2364,Specialist,B1,7/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002365,Employee 2365,Specialist,B1,7/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002366,Employee 2366,Specialist,B1,7/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002367,Employee 2367,Senior Associate,A2,7/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Active,
1002368,Employee 2368,Specialist,B1,7/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Active,
1002369,Employee 2369,Specialist,B1,7/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002370,Employee 2370,Senior Associate,A2,7/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002371,Employee 2371,Senior Associate,A2,7/7/2016,Male,OPS,Operations,Operations,Pune,Active,
1002372,Employee 2372,Senior Associate,A2,7/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Inactive,21/9/2018
1002373,Employee 2373,Specialist,B1,7/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Active,
1002374,Employee 2374,Associate,A1,7/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Inactive,28/2/2019
1002375,Employee 2375,Specialist,B1,7/7/2016,Male,OPS,Operations,Operations,Pune,Active,
1002376,Employee 2376,Consultant,B1,7/7/2016,Male,LTS,DEV,Technology,Pune,Active,
1002377,Employee 2377,Analyst,A3,7/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Inactive,22/3/2019
1002378,Employee 2378,Specialist,B1,7/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Active,
1002379,Employee 2379,Senior Consultant,B2,11/7/2016,Female,PRDTCH,DEV,Technology,Bangalore,Inactive,11/2/2021
1002380,Employee 2380,Associate Principal Consultant,D,11/7/2016,Male,SMCECF,DEV,Technology,Bangalore,Active,
1002381,Employee 2381,Senior Consultant,B2,11/7/2016,Male,SMCECF,DEV,Technology,Bangalore,Inactive,4/1/2017
1002382,Employee 2382,Manager,E,11/7/2016,Male,AOI,DEV,Technology,Bangalore,Active,
1002383,Employee 2383,Senior Consultant,B2,11/7/2016,Male,PRDTCH,DEV,Technology,Bangalore,Active,
1002384,Employee 2384,Senior Associate,A2,11/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Active,
1002385,Employee 2385,Associate,A1,11/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Inactive,15/9/2016
1002386,Employee 2386,Senior Associate,A2,11/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Active,
1002387,Employee 2387,Specialist,B1,11/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002388,Employee 2388,Analyst,A3,11/7/2016,Male,OPS,Operations,Operations,Pune,Active,
1002389,Employee 2389,Consultant,B1,11/7/2016,Male,CTS,DEV,Technology,Bangalore,Active,
1002390,Employee 2390,Analyst,A3,11/7/2016,Female,,Operations,Operations,Pune,Active,
1002391,Employee 2391,Analyst,A3,11/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,1/6/2021
1002392,Employee 2392,Associate,A1,11/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Inactive,1/3/2017
1002393,Employee 2393,Associate,A1,11/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Inactive,26/12/2019
1002394,Employee 2394,Analyst,A3,11/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Inactive,2/12/2019
1002395,Employee 2395,Senior Team Leader,C2,11/7/2016,Male,OPS,Operations,Operations,Pune,Active,
1002396,Employee 2396,Senior Associate,A2,11/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Inactive,11/4/2019
1002397,Employee 2397,Analyst,A3,11/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002398,Employee 2398,Associate,A1,11/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Inactive,7/5/2018
1002399,Employee 2399,Senior Associate,A2,11/7/2016,Female,,Operations,Operations,Pune,Active,
1002400,Employee 2400,Analyst,A3,11/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002401,Employee 2401,Specialist,B1,11/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Active,
1002402,Employee 2402,Senior Associate,A2,11/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Active,
1002403,Employee 2403,Associate,A1,11/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Inactive,19/4/2017
1002404,Employee 2404,Associate,A1,11/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Inactive,23/9/2016
1002405,Employee 2405,Specialist,B1,11/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002406,Employee 2406,Senior Associate,A2,11/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002407,Employee 2407,Senior Associate,A2,11/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002408,Employee 2408,Associate,A1,11/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Inactive,27/9/2018
1002409,Employee 2409,Analyst,A3,11/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Active,
1002410,Employee 2410,Senior Associate,A2,11/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002411,Employee 2411,Senior Associate,A2,11/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Active,
1002412,Employee 2412,Senior Associate,A2,11/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Inactive,31/8/2020
1002413,Employee 2413,Analyst,A3,11/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002414,Employee 2414,Associate,A1,11/7/2016,Male,OPS,Operations,Operations,Pune,Inactive,18/7/2016
1002415,Employee 2415,Lead Consultant,C1,14/7/2016,Male,SMCEAF,DEV,Technology,Bangalore,Active,
1002416,Employee 2416,Senior Consultant,B2,14/7/2016,Male,PRDTCH,DEV,Technology,Bangalore,Active,17/5/2021
1002417,Employee 2417,Manager,E,14/7/2016,Female,GOV,CORPFN,Corp.Func,Pune,Active,
1002418,Employee 2418,Principal Consultant,E,14/7/2016,Male,INFENG,IS,Technology,Bangalore,Active,
1002419,Employee 2419,Consultant,B1,18/7/2016,Male,ARS,DEV,Technology,Pune,Inactive,21/12/2016
1002420,Employee 2420,Senior Consultant,B2,18/7/2016,Female,PRDTCH,DEV,Technology,Bangalore,Active,
1002421,Employee 2421,Senior Consultant,B2,18/7/2016,Male,INFSEC,AIS,Technology,Bangalore,Inactive,9/5/2019
1002422,Employee 2422,Associate Manager,D,18/7/2016,Male,HRM,CORPFN,Corp.Func,Pune,Inactive,4/5/2017
1002423,Employee 2423,Lead Consultant,C1,21/7/2016,Female,SMCEAF,DEV,Technology,Pune,Active,
1002424,Employee 2424,Consultant,B1,21/7/2016,Female,PRDTCH,DEV,Technology,Bangalore,Inactive,12/2/2018
1002425,Employee 2425,Lead Consultant,C1,21/7/2016,Male,SMCEAF,DEV,Technology,Bangalore,Active,
1002426,Employee 2426,Associate Principal Consultant,D,21/7/2016,Male,SMCEAF,DEV,Technology,Bangalore,Active,
1002427,Employee 2427,Lead Consultant,C1,21/7/2016,Female,COMPZD,DEV,Technology,Bangalore,Inactive,3/12/2018
1002428,Employee 2428,Lead Consultant,C1,25/7/2016,Male,ARS,DEV,Technology,Pune,Active,
1002429,Employee 2429,Lead Consultant,C1,25/7/2016,Male,ARS,DEV,Technology,Pune,Inactive,14/3/2017
1002430,Employee 2430,Consultant,B1,25/7/2016,Female,PRDTCH,DEV,Technology,Bangalore,Inactive,26/5/2017
1002431,Employee 2431,Senior Consultant,B2,25/7/2016,Male,INFSEC,AIS,Technology,Bangalore,Inactive,2/2/2018
1002432,Employee 2432,Senior Consultant,B2,25/7/2016,Female,CANADA,DEV,Technology,Bangalore,Active,
1002433,Employee 2433,Senior Consultant,B2,25/7/2016,Male,ENCMPSS,DEV,Technology,Bangalore,Inactive,21/1/2019
1002434,Employee 2434,Associate,A1,25/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Inactive,30/11/2016
1002435,Employee 2435,Associate,A1,25/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Inactive,20/7/2018
1002436,Employee 2436,Associate,A1,25/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Inactive,1/3/2018
1002437,Employee 2437,Analyst,A3,25/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002438,Employee 2438,Analyst,A3,25/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Active,
1002439,Employee 2439,Analyst,A3,25/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Inactive,7/8/2017
1002440,Employee 2440,Senior Associate,A2,25/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002441,Employee 2441,Senior Associate,A2,25/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002442,Employee 2442,Analyst,A3,25/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Inactive,31/5/2019
1002443,Employee 2443,Associate,A1,25/7/2016,Female,ENTRSVC,Operations,Operations,Pune,Inactive,10/10/2017
1002444,Employee 2444,Lead Consultant,C1,28/7/2016,Male,IVANTG,DEV,Technology,Bangalore,Inactive,23/3/2021
1002445,Employee 2445,Senior Consultant,B2,28/7/2016,Female,LTS,DEV,Technology,Bangalore,Inactive,31/8/2016
1002446,Employee 2446,Consultant,B1,28/7/2016,Male,COMPZD,DEV,Technology,Bangalore,Inactive,8/12/2019
1002447,Employee 2447,Consultant,B1,28/7/2016,Male,Flight,FLIGHT,Technology,Bangalore,Inactive,16/5/2019
1002448,Employee 2448,Consultant,B1,28/7/2016,Male,INFENG,IS,Technology,Pune,Inactive,24/7/2018
1002449,Employee 2449,Team Lead,C1,28/7/2016,Male,ENTRSVC,Operations,Operations,Pune,Inactive,15/12/2017
1002450,Employee 2450,Senior Consultant,B2,1/8/2016,Male,PRDTCH,DEV,Technology,Pune,Active,
1002451,Employee 2451,Senior Consultant,B2,1/8/2016,Male,LTS,DEV,Technology,Bangalore,Inactive,16/9/2016
1002452,Employee 2452,Senior Consultant,B2,1/8/2016,Female,Flight,FLIGHT,Technology,Bangalore,Active,
1002453,Employee 2453,Senior Consultant,B2,1/8/2016,Male,ESS,DEV,Technology,Bangalore,Inactive,29/8/2018
1002454,Employee 2454,Senior Consultant,B2,1/8/2016,Male,SMCEAF,DEV,Technology,Bangalore,Inactive,1/3/2018
1002455,Employee 2455,Consultant,B1,1/8/2016,Female,PRDTCH,DEV,Technology,Pune,Active,12/6/2021
1002456,Employee 2456,Lead Consultant,C1,1/8/2016,Male,COMPZD,DEV,Technology,Bangalore,Active,
1002457,Employee 2457,Manager,E,1/8/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002458,Employee 2458,Specialist,B1,1/8/2016,Female,ENTRSVC,Operations,Operations,Pune,Active,
1002459,Employee 2459,Associate,A1,1/8/2016,Female,ENTRSVC,Operations,Operations,Pune,Inactive,11/2/2019
1002460,Employee 2460,Analyst,A3,1/8/2016,Male,ENTRSVC,Operations,Operations,Pune,Inactive,11/9/2017
1002461,Employee 2461,Senior Associate,A2,1/8/2016,Female,ENTRSVC,Operations,Operations,Pune,Active,
1002462,Employee 2462,Senior Associate,A2,1/8/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002463,Employee 2463,Senior Associate,A2,1/8/2016,Male,ENTRSVC,Operations,Operations,Pune,Inactive,6/5/2019
1002464,Employee 2464,Analyst,A3,1/8/2016,Female,ENTRSVC,Operations,Operations,Pune,Active,
1002465,Employee 2465,Senior Associate,A2,1/8/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002466,Employee 2466,Senior Team Leader,C2,1/8/2016,Male,ENTRSVC,Operations,Operations,Pune,Inactive,24/1/2020
1002467,Employee 2467,Senior Manager,F,1/8/2016,Male,INFSEC,AIS,Technology,Bangalore,Active,
1002468,Employee 2468,Lead Consultant,C1,4/8/2016,Male,INFENG,IS,Technology,Pune,Active,
1002469,Employee 2469,Lead Consultant,C1,4/8/2016,Female,SMCEAF,DEV,Technology,Pune,Active,
1002470,Employee 2470,Senior Consultant,B2,4/8/2016,Male,ABT,DEV,Technology,Pune,Active,
1002471,Employee 2471,Senior Consultant,B2,4/8/2016,Male,APLT,ATSV,Technology,Bangalore,Inactive,23/9/2020
1002472,Employee 2472,Senior Consultant,B2,4/8/2016,Male,PRDTCH,DEV,Technology,Bangalore,Active,
1002473,Employee 2473,Senior Team Leader,C2,4/8/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002474,Employee 2474,Senior Lead Consultant,C2,8/8/2016,Male,INFENG,IS,Technology,Pune,Active,
1002475,Employee 2475,Senior Consultant,B2,8/8/2016,Male,INFENG,IS,Technology,Pune,Active,
1002476,Employee 2476,Lead Consultant,C1,8/8/2016,Male,ESS,DEV,Technology,Pune,Active,
1002477,Employee 2477,Senior Consultant,B2,8/8/2016,Female,PRDTCH,DEV,Technology,Bangalore,Active,
1002478,Employee 2478,Lead Consultant,C1,8/8/2016,Male,ARS,DEV,Technology,Pune,Active,
1002479,Employee 2479,Lead Consultant,C1,8/8/2016,Male,ESURE,DEV,Technology,Bangalore,Inactive,26/12/2016
1002480,Employee 2480,Senior Consultant,B2,8/8/2016,Male,PMO,ATSV,Technology,Bangalore,Inactive,23/3/2021
1002481,Employee 2481,Senior Consultant,B2,8/8/2016,Female,ESS,DEV,Technology,Bangalore,Inactive,29/10/2019
1002482,Employee 2482,Lead Consultant,C1,8/8/2016,Female,SMCEAF,DEV,Technology,Bangalore,Active,
1002483,Employee 2483,Consultant,B1,8/8/2016,Male,SMCEAF,DEV,Technology,Pune,Inactive,28/2/2020
1002484,Employee 2484,Senior Lead Consultant,C2,11/8/2016,Male,ISG,ISG,Technology,Bangalore,Active,
1002485,Employee 2485,Senior Consultant,B2,11/8/2016,Female,CANADA,DEV,Technology,Bangalore,Active,
1002486,Employee 2486,Senior Consultant,B2,11/8/2016,Male,ISG,ISG,Technology,Bangalore,Active,
1002487,Employee 2487,Senior Consultant,B2,11/8/2016,Female,INVEST,DEV,Technology,Bangalore,Inactive,22/12/2020
1002488,Employee 2488,Senior Lead Consultant,C2,11/8/2016,Male,GOV,CORPFN,Corp.Func,Bangalore,Inactive,18/11/2020
1002489,Employee 2489,Senior Consultant,B2,11/8/2016,Female,INFENG,IS,Technology,Pune,Inactive,2/11/2016
1002490,Employee 2490,Senior Consultant,B2,11/8/2016,Male,ARS,DEV,Technology,Pune,Inactive,29/7/2019
1002491,Employee 2491,Consultant,B1,11/8/2016,Male,ARS,DEV,Technology,Pune,Inactive,30/8/2017
1002492,Employee 2492,Team Leader,C1,11/8/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002493,Employee 2493,Senior Team Leader,C2,16/8/2016,Male,ENTRSVC,Operations,Operations,Pune,Active,
1002494,Employee 2494,Lead Consultant,C1,16/8/2016,Male,SMCEAF,DEV,Technology,Bangalore,Active,
1002495,Employee 2495,Lead Consultant,C1,16/8/2016,Male,LTS,DEV,Technology,Bangalore,Inactive,10/5/2018
1002496,Employee 2496,Senior Consultant,B2,16/8/2016,Male,LTS,DEV,Technology,Bangalore,Active,
1002497,Employee 2497,Senior Lead,C2,16/8/2016,Male,HRM,CORPFN,Corp.Func,Pune,Inactive,6/11/2018
1002498,Employee 2498,Senior Consultant,B2,18/8/2016,Male,SMCEAF,DEV,Technology,Bangalore,Inactive,28/6/2017
1002499,Employee 2499,Lead Consultant,C1,18/8/2016,Male,IVANTG,DEV,Technology,Bangalore,Active,
1002500,Employee 2500,Senior Consultant,B2,18/8/2016,Male,CTS,DEV,Technology,Bangalore,Active,
1002501,Employee 2501,Lead Consultant,C1,18/8/2016,Male,SMCEAF,DEV,Technology,Bangalore,Inactive,28/2/2020
1002502,Employee 2502,Lead Consultant,C1,22/8/2016,Male,SMCEAF,DEV,Technology,Bangalore,Inactive,31/12/2019
1002503,Employee 2503,Senior Consultant,B2,22/8/2016,Female,PRDTCH,DEV,Technology,Bangalore,Active,
1002504,Employee 2504,Senior Lead Consultant,C2,22/8/2016,Female,INFENG,IS,Technology,Bangalore,Active,
1002505,Employee 2505,Senior Consultant,B2,22/8/2016,Male,LTS,DEV,Technology,Bangalore,Active,
1002506,Employee 2506,Consultant,B1,22/8/2016,Male,ESURE,DEV,Technology,Bangalore,Inactive,15/5/2017
1002507,Employee 2507,Consultant,B1,25/8/2016,Female,QPM,DEV,Technology,Bangalore,Inactive,31/3/2021
1002508,Employee 2508,Consultant,B1,25/8/2016,Female,Flight,FLIGHT,Technology,Bangalore,Inactive,8/1/2020
1002509,Employee 2509,Consultant,B1,25/8/2016,Female,Flight,FLIGHT,Technology,Bangalore,Active,
1002510,Employee 2510,Consultant,B1,25/8/2016,Male,PRDTCH,DEV,Technology,Bangalore,Active,31/5/2021
1002511,Employee 2511,Associate Consultant,A3,25/8/2016,Male,Flight,FLIGHT,Technology,Bangalore,Inactive,27/5/2019
1002512,Employee 2512,Associate Consultant,A3,25/8/2016,Female,Flight,FLIGHT,Technology,Bangalore,Inactive,10/9/2019
1002513,Employee 2513,Consultant,B1,25/8/2016,Female,Flight,FLIGHT,Technology,Bangalore,Inactive,28/7/2019
1002514,Employee 2514,Consultant,B1,25/8/2016,Female,ESS,DEV,Technology,Bangalore,Active,
1002515,Employee 2515,Associate Consultant,A3,25/8/2016,Male,,DEV,Technology,Bangalore,Inactive,22/7/2019
1002516,Employee 2516,Associate Consultant,A3,25/8/2016,Female,Flight,FLIGHT,Technology,Bangalore,Inactive,9/10/2019
1002517,Employee 2517,Senior Consultant,B2,25/8/2016,Female,CANADA,DEV,Technology,Bangalore,Active,
1002518,Employee 2518,Senior Consultant,B2,25/8/2016,Male,IVANTG,DEV,Technology,Bangalore,Active,
1002519,Employee 2519,Team Lead,C1,25/8/2016,Male,ENTRSVC,Operations,Operations,Pune,Inactive,9/4/2018
